"theta0=13",0.0569678,0.0569453,0.0568778,0.0567653,0.0566078,0.0564053,0.0561576,0.0558649,0.055527,0.055144,0.0547156,0.054242,0.053723,0.0531585,0.0525485,0.0518929,0.0511915,0.0504444,0.0496513,0.0488121,0.0479268,0.0469952,0.0460172,0.0449925,0.0439212,0.0428029,0.0416376,0.040425,0.039165,0.0378574,0.036502,0.0350985,0.0336468,0.0321466,0.0305976,0.0289997,0.0273526,0.025656,0.0239096,0.0221131,0.0202663,0.0183689,0.0164204,0.0144206,0.0123691,0.0102656,0.00810979,0.00590098,0.00363973,0.00132181,0
"theta0=14",0.0613923,0.061368,0.0612955,0.0611745,0.0610051,0.0607873,0.0605209,0.0602061,0.0598426,0.0594305,0.0589697,0.0584602,0.0579017,0.0572943,0.0566378,0.0559322,0.0551773,0.0543729,0.053519,0.0526154,0.0516619,0.0506584,0.0496047,0.0485007,0.0473461,0.0461407,0.0448843,0.0435767,0.0422177,0.040807,0.0393443,0.0378295,0.0362622,0.034642,0.0329688,0.0312423,0.0294619,0.0276276,0.0257388,0.0237952,0.0217964,0.0197421,0.0176318,0.015465,0.0132414,0.0109604,0.00862173,0.00622446,0.0037693,0.00125095,0
"theta0=15",0.0658262,0.0658003,0.0657227,0.0655933,0.065412,0.0651789,0.064894,0.0645571,0.0641681,0.0637272,0.063234,0.0626886,0.0620908,0.0614406,0.0607378,0.0599822,0.0591737,0.0583123,0.0573976,0.0564295,0.0554079,0.0543325,0.0532031,0.0520194,0.0507814,0.0494886,0.0481409,0.0467379,0.0452794,0.043765,0.0421945,0.0405675,0.0388836,0.0371425,0.0353439,0.0334873,0.0315722,0.0295984,0.0275653,0.0254724,0.0233193,0.0211054,0.0188303,0.0164934,0.0140941,0.0116317,0.00910587,0.00651546,0.00386126,0.00113692,0
"theta0=16",0.0702704,0.0702428,0.0701602,0.0700223,0.0698293,0.069581,0.0692775,0.0689186,0.0685043,0.0680345,0.0675091,0.066928,0.0662911,0.0655981,0.064849,0.0640436,0.0631818,0.0622632,0.0612878,0.0602553,0.0591655,0.0580181,0.0568129,0.0555496,0.0542279,0.0528475,0.051408,0.0499092,0.0483507,0.0467321,0.045053,0.0433129,0.0415116,0.0396484,0.037723,0.0357349,0.0336835,0.0315683,0.0293887,0.0271442,0.0248341,0.0224578,0.0200146,0.0175039,0.0149249,0.0122769,0.00955904,0.00677022,0.0039112,0.00097471,0
"theta0=17",0.0747255,0.0746962,0.0746086,0.0744623,0.0742576,0.0739942,0.0736722,0.0732915,0.0728519,0.0723535,0.0717959,0.0711792,0.0705032,0.0697676,0.0689724,0.0681173,0.0672021,0.0662266,0.0651906,0.0640937,0.0629357,0.0617163,0.0604352,0.059092,0.0576864,0.0562181,0.0546866,0.0530915,0.0514324,0.0497089,0.0479204,0.0460664,0.0441465,0.04216,0.0401065,0.0379852,0.0357956,0.0335369,0.0312086,0.0288098,0.0263399,0.0237979,0.0211831,0.0184946,0.0157316,0.0128929,0.00997776,0.00698462,0.00391424,0.000758807,0
"theta0=18",0.0791922,0.0791612,0.0790686,0.078914,0.0786976,0.0784192,0.0780789,0.0776764,0.0772117,0.0766846,0.0760951,0.075443,0.074728,0.07395,0.0731088,0.0722041,0.0712357,0.0702033,0.0691066,0.0679454,0.0667192,0.0654277,0.0640706,0.0626475,0.0611578,0.0596013,0.0579773,0.0562855,0.0545253,0.0526961,0.0507973,0.0488285,0.0467888,0.0446777,0.0424945,0.0402383,0.0379085,0.0355042,0.0330245,0.0304687,0.0278356,0.0251244,0.0223341,0.0194634,0.0165113,0.0134766,0.0103582,0.00715409,0.00386492,0.000483126,0
"theta0=19",0.0836713,0.0836386,0.0835411,0.0833782,0.0831502,0.0828569,0.0824982,0.0820741,0.0815844,0.0810289,0.0804075,0.0797201,0.0789663,0.078146,0.0772589,0.0763048,0.0752833,0.0741941,0.0730369,0.0718113,0.0705169,0.0691533,0.0677201,0.0662168,0.0646429,0.0629978,0.061281,0.0594919,0.0576299,0.0556943,0.0536845,0.0515996,0.049439,0.0472018,0.0448872,0.0424943,0.0400221,0.0374697,0.034836,0.0321199,0.0293203,0.0264359,0.0234656,0.0204078,0.0172613,0.0140245,0.010696,0.00727351,0.00375708,0.000140931,0
"theta0=20",0.0881635,0.0881292,0.0880267,0.0878556,0.087616,0.0873079,0.086931,0.0864853,0.0859707,0.085387,0.0847339,0.0840113,0.0832189,0.0823564,0.0814236,0.0804201,0.0793457,0.0781998,0.0769821,0.0756922,0.0743297,0.072894,0.0713845,0.0698009,0.0681424,0.0664084,0.0645984,0.0627115,0.060747,0.0587043,0.0565823,0.0543804,0.0520975,0.0497327,0.0472849,0.0447532,0.0421363,0.0394331,0.0366423,0.0337626,0.0307926,0.0277307,0.0245755,0.0213253,0.0179782,0.0145325,0.0109864,0.00733715,0.00358376,0,0
"theta0=21",0.0926695,0.0926336,0.0925262,0.0923469,0.0920959,0.0917729,0.091378,0.0909109,0.0903716,0.0897597,0.089075,0.0883174,0.0874865,0.0865821,0.0856037,0.0845511,0.0834237,0.0822213,0.0809432,0.0795891,0.0781584,0.0766504,0.0750647,0.0734006,0.0716573,0.0698341,0.0679303,0.065945,0.0638775,0.0617266,0.0594916,0.0571713,0.0547647,0.0522706,0.0496878,0.0470151,0.044251,0.0413941,0.0384429,0.0353958,0.0322511,0.029007,0.0256616,0.0222128,0.0186585,0.0149963,0.011224,0.00733853,0.003337,0,0
"theta0=22",0.0971902,0.0971525,0.0970404,0.0968529,0.0965905,0.0962529,0.09584,0.0953516,0.0947876,0.0941477,0.0934317,0.0926393,0.0917701,0.0908238,0.0898001,0.0886984,0.0875183,0.0862594,0.0849211,0.0835028,0.0820039,0.0804237,0.0787615,0.0770167,0.0751883,0.0732756,0.0712776,0.0691934,0.0670219,0.0647621,0.0624129,0.059973,0.0574412,0.054816,0.0520961,0.0492799,0.0463658,0.0433521,0.040237,0.0370184,0.0336944,0.0302628,0.0267212,0.0230671,0.0192979,0.0154107,0.0114026,0.00727029,0.00300783,0,0
"theta0=23",0.101726,0.101687,0.10157,0.101374,0.101101,0.100748,0.100318,0.0998082,0.0992197,0.098552,0.0978048,0.0969777,0.0960704,0.0950825,0.0940135,0.092863,0.0916304,0.0903151,0.0889166,0.0874341,0.085867,0.0842146,0.0824759,0.0806502,0.0787365,0.0767338,0.0746411,0.0724573,0.0701812,0.0678115,0.0653469,0.062786,0.0601273,0.0573692,0.0545099,0.0515477,0.0484807,0.0453067,0.0420236,0.0386292,0.0351208,0.0314958,0.0277514,0.0238846,0.019892,0.0157702,0.0115153,0.00712394,0.00258611,0,0
"theta0=24",0.106278,0.106237,0.106116,0.105912,0.105627,0.10526,0.104812,0.104281,0.103669,0.102973,0.102195,0.101334,0.100388,0.0993589,0.0982449,0.0970457,0.0957607,0.0943892,0.0929306,0.0913841,0.0897488,0.088024,0.0862087,0.084302,0.0823026,0.0802096,0.0780217,0.0757376,0.073356,0.0708754,0.0682942,0.0656109,0.0628235,0.0599304,0.0569294,0.0538184,0.0505952,0.0472572,0.043802,0.0402266,0.0365282,0.0327035,0.028749,0.024661,0.0204355,0.0160681,0.011554,0.00688962,0.00206025,0,0
"theta0=25",0.110847,0.110805,0.110678,0.110467,0.110171,0.10979,0.109324,0.108772,0.108135,0.107412,0.106603,0.105708,0.104725,0.103654,0.102495,0.101247,0.0999101,0.0984826,0.096964,0.0953535,0.0936501,0.091853,0.0899609,0.0879729,0.0858876,0.0837039,0.0814202,0.0790352,0.0765472,0.0739546,0.0712555,0.0684481,0.0655304,0.0625,0.0593547,0.0560919,0.052709,0.049203,0.0455709,0.0418093,0.0379146,0.033883,0.0297101,0.0253916,0.0209223,0.0162971,0.0115095,0.00655577,0.00141699,0,0
"theta0=26",0.115434,0.11539,0.115259,0.115039,0.114732,0.114337,0.113853,0.113281,0.11262,0.11187,0.111031,0.110101,0.10908,0.107969,0.106765,0.105469,0.10408,0.102596,0.101018,0.0993433,0.0975719,0.0957023,0.0937334,0.0916639,0.0894925,0.0872175,0.0848375,0.0823508,0.0797556,0.0770498,0.0742315,0.0712985,0.0682482,0.0650783,0.0617859,0.0583681,0.0548217,0.0511433,0.0473292,0.0433754,0.0392776,0.035031,0.0306307,0.026071,0.0213457,0.0164484,0.011371,0.00610868,0.000641167,0,0
"theta0=27",0.120039,0.119994,0.119858,0.119631,0.119312,0.118903,0.118402,0.11781,0.117125,0.116348,0.115477,0.114514,0.113456,0.112303,0.111056,0.109711,0.10827,0.106731,0.105093,0.103355,0.101515,0.0995731,0.0975272,0.0953761,0.0931181,0.0907515,0.0882746,0.0856855,0.082982,0.0801619,0.0772229,0.0741624,0.0709776,0.0676656,0.0642231,0.0606468,0.0569328,0.0530771,0.0490754,0.0449228,0.0406143,0.036144,0.0315058,0.0266929,0.0216977,0.0165121,0.0111257,0.00553189,0,0,0
"theta0=28",0.124664,0.124617,0.124476,0.124241,0.123912,0.123489,0.122971,0.122358,0.121649,0.120845,0.119945,0.118948,0.117853,0.11666,0.115368,0.113976,0.112483,0.110888,0.10919,0.107388,0.105481,0.103466,0.101343,0.0991102,0.0967654,0.0943068,0.0917324,0.08904,0.0862272,0.0832916,0.0802304,0.0770405,0.0737189,0.0702621,0.0666664,0.0629277,0.0590417,0.0550035,0.050808,0.0464494,0.0419216,0.0372177,0.0323301,0.0272503,0.0219691,0.0164761,0.0107586,0.00480531,0,0,0
"theta0=29",0.129309,0.12926,0.129115,0.128872,0.128532,0.128095,0.12756,0.126927,0.126195,0.125364,0.124434,0.123403,0.122271,0.121038,0.119702,0.118262,0.116718,0.115068,0.113311,0.111445,0.109469,0.107383,0.105182,0.102867,0.100435,0.0978843,0.0952117,0.0924153,0.0894923,0.0864397,0.0832546,0.0799335,0.0764727,0.0728682,0.0691158,0.0652107,0.0611477,0.0569212,0.0525251,0.0479526,0.0431961,0.0382473,0.0330969,0.0277347,0.0221488,0.0163264,0.0102516,0.00390451,0,0,0
"theta0=30",0.133975,0.133924,0.133775,0.133524,0.133174,0.132723,0.132171,0.131518,0.130763,0.129905,0.128945,0.127881,0.126713,0.125439,0.12406,0.122573,0.120977,0.119272,0.117455,0.115526,0.113483,0.111323,0.109046,0.106649,0.104129,0.101485,0.0987137,0.0958123,0.0927779,0.0896071,0.0862964,0.0828419,0.0792393,0.0754841,0.0715712,0.0674952,0.06325,0.058829,0.0542248,0.0494293,0.0444335,0.0392272,0.033799,0.0281362,0.0222239,0.0160457,0.00958245,0.00280138,0,0,0
"theta0=31",0.138662,0.13861,0.138456,0.138198,0.137837,0.137373,0.136804,0.136131,0.135353,0.134469,0.13348,0.132383,0.131178,0.129865,0.128442,0.126907,0.125261,0.123501,0.121625,0.119633,0.117521,0.115289,0.112935,0.110455,0.107848,0.10511,0.102239,0.0992321,0.0960851,0.0927946,0.0893565,0.0857663,0.0820193,0.07811,0.0740327,0.069781,0.0653478,0.0607253,0.0559047,0.0508763,0.0456291,0.0401509,0.0344275,0.028443,0.0221788,0.0156133,0.00872346,0.00146285,0,0,0
"theta0=32",0.143373,0.143319,0.143161,0.142895,0.142524,0.142046,0.14146,0.140768,0.139967,0.139057,0.138038,0.136909,0.135668,0.134315,0.132849,0.131268,0.129571,0.127755,0.125821,0.123765,0.121586,0.119282,0.11685,0.114288,0.111592,0.10876,0.105789,0.102676,0.0994148,0.0960031,0.0924356,0.0887075,0.084813,0.0807461,0.0765001,0.0720675,0.0674399,0.0626082,0.0575619,0.0522894,0.0467774,0.0410108,0.0349721,0.0286412,0.0219944,0.0150032,0.0076385,0,0,0,0
"theta0=33",0.148107,0.148052,0.147889,0.147616,0.147234,0.146743,0.146141,0.145429,0.144605,0.14367,0.142622,0.14146,0.140184,0.138792,0.137283,0.135655,0.133907,0.132037,0.130044,0.127925,0.125679,0.123302,0.120792,0.118147,0.115363,0.112437,0.109365,0.106144,0.102768,0.0992334,0.0955346,0.0916659,0.087621,0.0833926,0.0789732,0.0743539,0.0695251,0.0644758,0.0591935,0.0536643,0.047872,0.0417979,0.0354203,0.0287136,0.0216472,0.0141829,0.00627977,0,0,0,0
"theta0=34",0.152865,0.152809,0.152642,0.152362,0.15197,0.151465,0.150847,0.150115,0.14927,0.148309,0.147232,0.146038,0.144726,0.143295,0.141743,0.140069,0.138271,0.136347,0.134296,0.132114,0.1298,0.127351,0.124763,0.122035,0.119162,0.116141,0.112968,0.109638,0.106146,0.102487,0.0986543,0.0946424,0.0904436,0.0860497,0.0814518,0.0766397,0.071602,0.0663256,0.0607958,0.0549956,0.0489053,0.0425016,0.0357571,0.0286391,0.0211074,0.0131106,0.00458236,0,0,0,0
"theta0=35",0.157649,0.157591,0.15742,0.157133,0.156731,0.156213,0.155579,0.154828,0.15396,0.152974,0.151869,0.150643,0.149296,0.147827,0.146232,0.144512,0.142664,0.140686,0.138577,0.136332,0.133951,0.131429,0.128764,0.125953,0.122991,0.119874,0.116598,0.113158,0.109549,0.105763,0.101795,0.0976375,0.0932813,0.0887175,0.0839357,0.0789239,0.0736688,0.068155,0.0623646,0.0562771,0.0498681,0.0431087,0.035964,0.0283911,0.0203366,0.0117309,0.0024668,0,0,0,0
"theta0=36",0.16246,0.1624,0.162225,0.16193,0.161518,0.160987,0.160338,0.159568,0.158678,0.157667,0.156534,0.155277,0.153895,0.152387,0.150751,0.148985,0.147087,0.145056,0.142888,0.140581,0.138132,0.135538,0.132796,0.129901,0.126849,0.123637,0.120258,0.116707,0.112978,0.109065,0.104959,0.100652,0.0961346,0.0913961,0.0864243,0.0812054,0.0757236,0.0699606,0.0638949,0.0575013,0.0507497,0.0436036,0.0360178,0.0279356,0.0192838,0.0099672,0,0,0,0,0
"theta0=37",0.167298,0.167237,0.167057,0.166755,0.166334,0.16579,0.165124,0.164336,0.163425,0.162389,0.161228,0.15994,0.158523,0.156977,0.155299,0.153488,0.151541,0.149456,0.147231,0.144861,0.142346,0.139679,0.136859,0.133881,0.130739,0.12743,0.123947,0.120285,0.116436,0.112392,0.108145,0.103686,0.0990038,0.0940854,0.0889172,0.0834831,0.0777642,0.0717388,0.0653809,0.0586595,0.0515369,0.0439666,0.0358892,0.0272279,0.0178789,0.00770184,0,0,0,0,0
"theta0=38",0.172164,0.172101,0.171918,0.171609,0.171177,0.170621,0.16994,0.169134,0.168201,0.167141,0.165952,0.164633,0.163182,0.161598,0.159879,0.158023,0.156027,0.153889,0.151606,0.149175,0.146592,0.143854,0.140956,0.137894,0.134662,0.131256,0.127668,0.123893,0.119922,0.115746,0.111356,0.106741,0.101889,0.0967855,0.0914139,0.0857553,0.0797878,0.0734851,0.0668156,0.0597409,0.0522135,0.0441728,0.0355398,0.0262074,0.0160221,0.0047451,0,0,0,0,0
"theta0=39",0.177059,0.176995,0.176808,0.176492,0.176051,0.175482,0.174786,0.173962,0.173008,0.171923,0.170707,0.169357,0.167873,0.166252,0.164492,0.162591,0.160547,0.158356,0.156016,0.153523,0.150873,0.148062,0.145087,0.141941,0.138619,0.135115,0.131422,0.127532,0.123437,0.119128,0.114592,0.109818,0.104792,0.0994963,0.0939134,0.0880205,0.0817914,0.0751943,0.0681906,0.0607325,0.052759,0.0441902,0.034918,0.0247882,0.0135646,0.000836877,0,0,0,0,0
"theta0=40",0.181985,0.18192,0.181729,0.181406,0.180955,0.180374,0.179663,0.17882,0.177846,0.176737,0.175494,0.174114,0.172596,0.170938,0.169138,0.167193,0.1651,0.162857,0.16046,0.157905,0.155189,0.152307,0.149254,0.146024,0.142611,0.139009,0.135209,0.131204,0.126984,0.122538,0.117854,0.112916,0.107711,0.102218,0.096415,0.0902766,0.083771,0.0768601,0.069496,0.0616182,0.0531476,0.0439765,0.0339518,0.0228411,0.0102588,0,0,0,0,0,0
"theta0=41",0.186942,0.186876,0.18668,0.186351,0.185891,0.185298,0.184572,0.183712,0.182716,0.181584,0.180314,0.178905,0.177354,0.17566,0.173819,0.17183,0.16969,0.167394,0.164941,0.162325,0.159542,0.156588,0.153457,0.150143,0.146639,0.142939,0.139032,0.134911,0.130563,0.125979,0.121142,0.116038,0.110647,0.104949,0.0989174,0.092521,0.0857225,0.078475,0.0707192,0.0623776,0.0533453,0.0434733,0.0325356,0.0201539,0.00556691,0,0,0,0,0,0
"theta0=42",0.191932,0.191864,0.191665,0.191329,0.19086,0.190255,0.189514,0.188636,0.187621,0.186465,0.185169,0.18373,0.182147,0.180416,0.178536,0.176503,0.174315,0.171969,0.169459,0.166782,0.163934,0.160908,0.157699,0.154301,0.150706,0.146906,0.142891,0.138652,0.134176,0.12945,0.124458,0.119183,0.113602,0.107691,0.101419,0.094751,0.0876403,0.0800298,0.0718449,0.0629845,0.0533066,0.0425972,0.030503,0.0163403,0,0,0,0,0,0,0
"theta0=43",0.196955,0.196886,0.196683,0.196341,0.195862,0.195246,0.19449,0.193595,0.19256,0.191382,0.190059,0.188591,0.186976,0.185209,0.18329,0.181214,0.178979,0.176581,0.174016,0.171279,0.168364,0.165267,0.161981,0.158498,0.154812,0.150912,0.146788,0.14243,0.137824,0.132954,0.127804,0.122352,0.116574,0.110442,0.103919,0.096963,0.0895182,0.0815134,0.0728534,0.0634043,0.0529678,0.0412215,0.0275651,0.0105514,0,0,0,0,0,0,0
"theta0=44",0.202013,0.201942,0.201736,0.201387,0.2009,0.200272,0.199502,0.19859,0.197535,0.196334,0.194986,0.19349,0.191842,0.19004,0.188082,0.185964,0.183682,0.181234,0.178613,0.175815,0.172835,0.169667,0.166304,0.162737,0.158958,0.154958,0.150725,0.146246,0.141508,0.136492,0.131179,0.125546,0.119565,0.113201,0.106415,0.099153,0.0913483,0.0829118,0.0737195,0.06359,0.0522351,0.0391351,0.0231064,0,0,0,0,0,0,0,0
"theta0=45",0.207107,0.207035,0.206825,0.206469,0.205973,0.205334,0.20455,0.203622,0.202547,0.201324,0.199951,0.198426,0.196747,0.19491,0.192914,0.190754,0.188426,0.185927,0.183251,0.180394,0.177349,0.17411,0.170669,0.167018,0.163147,0.159046,0.154703,0.150102,0.145229,0.140064,0.134585,0.128766,0.122573,0.115969,0.108904,0.101316,0.0931212,0.084207,0.0744097,0.0634749,0.0509603,0.0359222,0.0152074,0,0,0,0,0,0,0,0
